scenario_code,scenario_name,generated_at_utc,sql_run_id,seed,iterations,shift_percentage_points,source_protection_share,source_health_ip_share,baseline_margin_pct,p05_margin_pct,p50_margin_pct,p95_margin_pct,delta_vs_base_pct,result_unit,central_impact_bps,nbp_at_risk_sgd,total_clean_ape_sgd
S-06,Top 5% of agents resign,2026-09-15T09:28:16.711970+00:00,6,42,10000,10.0,0.6,0.4,9.058419151869396,5.152529432557193,8.220720995049499,11.478600215657028,-0.8376981568198966,%,-83.76981568198966,7173182.407387112,856296787.6899999
