scenario_code,scenario_name,generated_at_utc,sql_run_id,seed,iterations,shift_percentage_points,source_protection_share,source_health_ip_share,baseline_margin_pct,p05_margin_pct,p50_margin_pct,p95_margin_pct,delta_vs_base_pct,result_unit,central_impact_bps,nbp_at_risk_sgd,total_clean_ape_sgd
S-08,Claims volume spikes 3x,2026-09-15T09:28:18.051519+00:00,8,42,10000,10.0,0.6,0.4,9.058419151869396,2.6094378352578196,5.3160526414103035,9.957169513877073,-3.742366510459092,%,-374.2366510459092,32045764.21264755,856296787.6899999
