scenario_code,scenario_name,generated_at_utc,sql_run_id,seed,iterations,shift_percentage_points,source_protection_share,source_health_ip_share,baseline_margin_pct,p05_margin_pct,p50_margin_pct,p95_margin_pct,delta_vs_base_pct,result_unit,central_impact_bps,nbp_at_risk_sgd,total_clean_ape_sgd
S-07,Competitor undercuts by 15%,2026-09-15T09:28:17.467479+00:00,7,42,10000,10.0,0.6,0.4,9.058419151869396,3.451600165185651,6.36648160611969,10.109949891495328,-2.691937545749706,%,-269.1937545749706,23050974.730875757,856296787.6899999
