scenario_code,scenario_name,generated_at_utc,sql_run_id,seed,iterations,shift_percentage_points,source_protection_share,source_health_ip_share,baseline_margin_pct,p05_margin_pct,p50_margin_pct,p95_margin_pct,delta_vs_base_pct,result_unit,central_impact_bps,nbp_at_risk_sgd,total_clean_ape_sgd
S-01,Product mix +10% to Savings & Wealth,2026-09-15T09:25:38.583800+00:00,1,42,10000,10.0,0.6,0.4,9.058419151869396,4.035994812024293,7.482538702136314,10.919084102862811,-1.5758804497330816,%,-157.58804497330817,13494213.668899102,856296787.6899999
