scenario_code,scenario_name,generated_at_utc,sql_run_id,seed,iterations,shift_percentage_points,source_protection_share,source_health_ip_share,baseline_margin_pct,p05_margin_pct,p50_margin_pct,p95_margin_pct,delta_vs_base_pct,result_unit,central_impact_bps,nbp_at_risk_sgd,total_clean_ape_sgd
S-05,Assessor approves just under threshold,2026-09-15T09:28:16.019802+00:00,5,42,10000,10.0,0.6,0.4,9.058419151869396,3.911036865010583,6.90178083864372,10.489456700040094,-2.1566383132256757,%,-215.66383132256755,18467224.59824326,856296787.6899999
